xValues,tValues,Solution
0.571429,0.204082,0.072636
0.591837,0.204082,0.0920145
0.612245,0.204082,0.111882
0.632653,0.204082,0.131978
0.653061,0.204082,0.152173
0.673469,0.204082,0.172411
0.693878,0.204082,0.192667
0.714286,0.204082,0.21293
0.734694,0.204082,0.23319
0.755102,0.204082,0.253424
0.77551,0.204082,0.273558
0.795918,0.204082,0.293412
0.816327,0.204082,0.312616
0.836735,0.204082,0.330544
0.857143,0.204082,0.346307
0.877551,0.204082,0.358912
0.897959,0.204082,0.367222
0.918367,0.204082,0.371542
0.938776,0.204082,0.367595
0.959184,0.204082,0.375116
0.979592,0.204082,0.31346
1,0.204082,0.519507
0,0.22449,0
0.0204082,0.22449,0
0.0408163,0.22449,0
0.0612245,0.22449,1.60395e-37
0.0816327,0.22449,2.1582e-33
0.102041,0.22449,7.06465e-30
0.122449,0.22449,8.98096e-27
0.142857,0.22449,5.50154e-24
0.163265,0.22449,1.84319e-21
0.183673,0.22449,3.67172e-19
0.204082,0.22449,4.61373e-17
0.22449,0.22449,3.82051e-15
0.244898,0.22449,2.15571e-13
0.265306,0.22449,8.5074e-12
0.285714,0.22449,2.39751e-10
0.306122,0.22449,4.9065e-09
0.326531,0.22449,7.3934e-08
0.346939,0.22449,8.3005e-07
0.367347,0.22449,7.01727e-06
0.387755,0.22449,4.51396e-05
0.408163,0.22449,0.000223457
0.428571,0.22449,0.00086295
0.44898,0.22449,0.00264505
0.469388,0.22449,0.00657796
0.489796,0.22449,0.0136321
0.510204,0.22449,0.0242561
0.530612,0.22449,0.0381906
0.55102,0.22449,0.0546925
0.571429,0.22449,0.0729093
0.591837,0.22449,0.0921383
0.612245,0.22449,0.111907
0.632653,0.22449,0.131942
0.653061,0.22449,0.1521
0.673469,0.22449,0.172313
0.693878,0.22449,0.192549
0.714286,0.22449,0.212793
0.734694,0.22449,0.233026
0.755102,0.22449,0.253207
0.77551,0.22449,0.273227
0.795918,0.22449,0.292855
0.816327,0.22449,0.311669
0.836735,0.22449,0.329026
0.857143,0.22449,0.344079
0.877551,0.22449,0.355961
0.897959,0.22449,0.363717
0.918367,0.22449,0.367831
0.938776,0.22449,0.364151
0.959184,0.22449,0.372398
0.979592,0.22449,0.311892
1,0.22449,0.519017
0,0.244898,0
0.0204082,0.244898,-1.08456e-44
0.0408163,0.244898,1.97652e-39
0.0612245,0.244898,4.03425e-35
0.0816327,0.244898,1.75455e-31
0.102041,0.244898,2.81981e-28
0.122449,0.244898,2.1216e-25
0.142857,0.244898,8.56483e-23
0.163265,0.244898,2.02851e-20
0.183673,0.244898,3.00176e-18
0.204082,0.244898,2.90754e-16
0.22449,0.244898,1.91015e-14
0.244898,0.244898,8.7516e-13
0.265306,0.244898,2.85905e-11
0.285714,0.244898,6.78082e-10
0.306122,0.244898,1.18501e-08
0.326531,0.244898,1.54529e-07
0.346939,0.244898,1.52042e-06
0.367347,0.244898,1.14055e-05
0.387755,0.244898,6.59319e-05
0.408163,0.244898,0.000297239
0.428571,0.244898,0.00106026
0.44898,0.244898,0.00304659
0.469388,0.244898,0.00720947
0.489796,0.244898,0.0144166
